"","cell_ID","LSEC","EPCAM+ cells and cholangiocytes","NK,NKT and T cells","Hepatocytes","B cells","Stellate cells and myofibroblasts"
"826","X825",0,0.385584202782287,0.138803211072774,0.475612586144939,0,0
"827","X826",0.400375058751253,0,0.288355299005232,0,0,0.311269642243515
"828","X827",0.0773096979422438,0.104506336008611,0.351740145714104,0.466443820335041,0,0
"829","X828",0,0,0.104765419808875,0.319315330821182,0.575919249369944,0
"830","X829",0,0,0,1,0,0
"831","X830",0.0848596478253044,0.180553767537503,0,0.734586584637193,0,0
"832","X831",0,0,0.128444384810142,0.871555615189858,0,0
"833","X832",0.283780203127682,0,0.113188061795175,0.461320271870964,0.141711463206179,0
"834","X833",0.144830220230054,0.0641399464475929,0.213814755892022,0.577215077430331,0,0
"835","X834",0,1,0,0,0,0
"836","X835",0,0.633059660707922,0.366940339292078,0,0,0
"837","X836",0.328335545412257,0.671664454587743,0,0,0,0
"838","X837",0,0.296473403162415,0.0725199506660933,0.631006646171492,0,0
"839","X838",0.525521218493841,0.36997730329718,0.104501478208978,0,0,0
"840","X839",0.652670007905934,0,0,0.347329992094066,0,0
"841","X840",0,0,0.26396204896691,0.73603795103309,0,0
"842","X841",0,0.627488180009149,0,0.372511819990851,0,0
"843","X842",0,0.35257720400194,0.156127921357632,0.491294874640428,0,0
"844","X843",0.259976701763827,0,0.740023298236173,0,0,0
"845","X844",0,0.0851786772299896,0.102298304511179,0.812523018258832,0,0
"846","X845",0,0,0.40562975180506,0.59437024819494,0,0
"847","X846",0,0,1,0,0,0
"848","X847",0.0844737751862984,0.807002350322354,0.108523874491348,0,0,0
"849","X848",0.298193300613963,0.0497573478863839,0.267250050209348,0.384799301290305,0,0
"850","X849",0,0.34009410110808,0.211601857342927,0.448304041548993,0,0
"851","X850",0,0.526389177578946,0.473610822421054,0,0,0
"852","X851",0.101693904254559,0.302354124510359,0,0.595951971235082,0,0
"853","X852",0.176362090592808,0.24804502824135,0,0.575592881165842,0,0
"854","X853",0.177299397677287,0.572383145810256,0.184760993355941,0.0655564631565166,0,0
"855","X854",0.0789810071387319,0.289760675453785,0,0.631258317407483,0,0
"856","X855",0,0.840868644243334,0,0.159131355756667,0,0
"857","X856",0,0.0592597643798831,0.216752128443952,0.723988107176165,0,0
"858","X857",0,0.0680037695098881,0.0636263066471923,0.469430310597562,0.398939613245358,0
"859","X858",0,0,0.647636976306012,0,0,0.352363023693988
"860","X859",0.348159089384763,0,0.0980574009235376,0.553783509691699,0,0
"861","X860",0.435849459956129,0,0.135749542000678,0.428400998043192,0,0
"862","X861",0.241909926390448,0.158942949655382,0.16089614816126,0.43825097579291,0,0
"863","X862",0,0.188624642756956,0.147355868055363,0.664019489187681,0,0
"864","X863",0,0,0.0875135430597344,0.47981687187893,0.432669585061335,0
"865","X864",0.558366901487514,0,0.441633098512486,0,0,0
"866","X865",0.106871218542318,0.402207291706747,0.082382444470717,0.408539045280218,0,0
"867","X866",0.639062326140736,0,0,0.360937673859264,0,0
"868","X867",0.447190964442741,0.153492596198318,0.137617602344665,0.261698837014276,0,0
"869","X868",0.582519808745421,0.321314579547539,0.0961656117070406,0,0,0
"870","X869",0,0.579181879891365,0.338940528918902,0.0818775911897332,0,0
"871","X870",0,0,0.286032593102879,0.713967406897121,0,0
"872","X871",0,0,0.151986877622972,0.848013122377028,0,0
"873","X872",0.11830575841888,0,0.36670187063877,0.51499237094235,0,0
"874","X873",0.164140944649037,0.619108172667254,0,0.21675088268371,0,0
"875","X874",0,0,1,0,0,0
"876","X875",0,0.13714267199286,0.669447868813783,0.193409459193357,0,0
"877","X876",0,0.837690331149131,0.162309668850869,0,0,0
"878","X877",0.348847407924166,0.273700292358131,0.377452299717704,0,0,0
"879","X878",0.525952871939043,0,0.474047128060957,0,0,0
"880","X879",0,0.280452657600168,0,0.719547342399832,0,0
"881","X880",0.180573652484853,0.315853869956491,0,0.503572477558656,0,0
"882","X881",0,0,1,0,0,0
"883","X882",0,0.330355916952173,0.113148223460732,0.556495859587094,0,0
"884","X883",0,0.227701442600905,0,0.772298557399094,0,0
"885","X884",0.058011643184814,0.69662260009404,0,0,0,0.245365756721146
"886","X885",0,0,0.234486491971825,0.765513508028175,0,0
"887","X886",0,0.301933101222417,0,0.698066898777583,0,0
"888","X887",0,0,0.425540330139567,0.574459669860433,0,0
"889","X888",0.332467011397255,0.55893546429845,0,0.108597524304295,0,0
"890","X889",0,0.480635540492062,0,0.519364459507938,0,0
"891","X890",0.234429410201218,0,0.181546884701813,0.584023705096969,0,0
"892","X891",0.0459567558544951,0,0,0.160817694739983,0.793225549405522,0
"893","X892",0,0,0.258446004531452,0.741553995468548,0,0
"894","X893",0,0.0969992583674628,0.413078024228651,0.489922717403886,0,0
"895","X894",0.160264725685098,0,0.149678008921018,0.690057265393883,0,0
"896","X895",0.232797275397646,0.311820576712863,0,0.455382147889491,0,0
"897","X896",0.244435622546812,0,0,0.755564377453188,0,0
"898","X897",0.780008616375679,0,0,0.219991383624321,0,0
"899","X898",0.337201181063786,0.174441438515282,0,0.488357380420933,0,0
"900","X899",0.207660670948565,0,0,0.792339329051435,0,0
"901","X900",0,0.219712830622885,0,0.178109518554449,0.602177650822666,0
"902","X901",0,0,1,0,0,0
"903","X902",0,0.344931350444957,0.118308641339818,0.536760008215225,0,0
"904","X903",0,0,0.102276320895492,0.897723679104508,0,0
"905","X904",0,0,0.137838497160592,0.0434153646509847,0.818746138188423,0
"906","X905",0.249070947531392,0,0.191560062056609,0.559368990411999,0,0
"907","X906",0,0.570749074036581,0.338731599107947,0.0905193268554724,0,0
"908","X907",0,0.065317251911966,0.33876057238127,0.595922175706764,0,0
"909","X908",0.248503675453771,0.0872677523601063,0,0,0.664228572186122,0
"910","X909",0.13249613243575,0.440865457045212,0,0.426638410519038,0,0
"911","X910",0,0,0.240909580589516,0.759090419410484,0,0
"912","X911",0.134315533548893,0.865684466451107,0,0,0,0
"913","X912",0.0982819318201806,0,0.367566255639166,0,0,0.534151812540654
"914","X913",0,0.339485503965101,0.0827384898834503,0.577776006151448,0,0
"915","X914",0.202661878113205,0,0.206401916039723,0.590936205847073,0,0
"916","X915",0,0.127291894042608,0,0.872708105957392,0,0
"917","X916",0.0829873911461105,0,0.204623857342611,0.712388751511278,0,0
"918","X917",0,0.0540630677754105,0.279225964008102,0.666710968216487,0,0
"919","X918",0,0.879641923691453,0,0.120358076308547,0,0
"920","X919",0.174127197331745,0,0.417503709596403,0.408369093071852,0,0
"921","X920",0,0,0.339477185174933,0.660522814825067,0,0
"922","X921",0,0,0.232710877860562,0.767289122139438,0,0
"923","X922",0.256557968159783,0,0.0985746173560824,0.644867414484135,0,0
"924","X923",0.240611414145302,0.0709778090149586,0,0.550298179961755,0.138112596877984,0
"925","X924",0,0.38467142715276,0.342674586815654,0.272653986031585,0,0
"926","X925",0.95343185414839,0.0465681458516105,0,0,0,0
"927","X926",0.365803100398849,0.430192625506586,0,0.204004274094565,0,0
"928","X927",0.127983586959807,0.0659895827455705,0,0.806026830294622,0,0
"929","X928",0.140799187173335,0,0.34845193246065,0.510748880366015,0,0
"930","X929",0.116369897888998,0.406311787080813,0.137533763711038,0.339784551319151,0,0
"931","X930",0.10125097511207,0.397064063835749,0,0.50168496105218,0,0
"932","X931",0.438923110395878,0.561076889604122,0,0,0,0
"933","X932",0,0,0.202227358870872,0.797772641129128,0,0
"934","X933",0,0.715344781825322,0.192960423155954,0.0916947950187231,0,0
"935","X934",0,0.422868488357078,0.577131511642922,0,0,0
"936","X935",0.675137089750219,0.0804852000406756,0.167666350498663,0.0767113597104434,0,0
"937","X936",0,0.378887082027629,0,0.621112917972371,0,0
"938","X937",0,0.282986697382088,0,0,0.717013302617912,0
"939","X938",0,0,0.171817601926191,0.828182398073809,0,0
"940","X939",0,0,0,1,0,0
"941","X940",0.376486546613129,0.493792053232701,0.12972140015417,0,0,0
"942","X941",0,0.220052252062402,0.125603153061369,0.654344594876229,0,0
"943","X942",0,0.98362147889301,0,0.0163785211069902,0,0
"944","X943",0,0,0.098306927205155,0.901693072794845,0,0
"945","X944",0.173548289289619,0,0.173571995254254,0.652879715456127,0,0
"946","X945",0,0,0.199055108766477,0.800944891233523,0,0
"947","X946",0,0,0.221646531050995,0.778353468949005,0,0
"948","X947",0,0.0440324979340342,0,0.955967502065966,0,0
"949","X948",0.239566187601944,0,0.20386702489453,0.556566787503526,0,0
"950","X949",0.54216469425321,0.45783530574679,0,0,0,0
"951","X950",0.33781244081396,0.66218755918604,0,0,0,0
"952","X951",0.144959857173809,0,0.193858805162566,0.661181337663625,0,0
"953","X952",0,0.96720428108003,0,0.03279571891997,0,0
"954","X953",0,0,0.11042350961678,0.88957649038322,0,0
"955","X954",0,0,0.290109969141896,0.444735784517761,0.265154246340343,0
"956","X955",0,0.713414269344045,0,0.142294744865362,0,0.144290985790594
"957","X956",0,0.187179707311757,0.256618024280195,0.556202268408048,0,0
"958","X957",0.288374620708673,0,0.155016664271064,0.556608715020263,0,0
"959","X958",0,0,0.151908990689981,0.848091009310019,0,0
"960","X959",0.135548721994639,0,0,0.864451278005361,0,0
"961","X960",0,0.0722997863021638,0.0972139670304041,0.830486246667432,0,0
"962","X961",0,0.840387793820977,0,0,0.159612206179023,0
"963","X962",0.438259088500397,0,0,0.561740911499603,0,0
"964","X963",0,0,0.131982331336561,0.868017668663439,0,0
"965","X964",0.190602085829922,0,0.118592005832465,0.690805908337614,0,0
"966","X965",0.789243887727158,0,0.210756112272842,0,0,0
"967","X966",0,0,0.428968837704751,0.571031162295249,0,0
"968","X967",0.0774675932484129,0,0.37991748421255,0.542614922539037,0,0
"969","X968",0,0,0.20247809105499,0.79752190894501,0,0
"970","X969",0.121069278426335,0,0,0.878930721573665,0,0
"971","X970",0,0.19003242319272,0.112482948262997,0.697484628544284,0,0
"972","X971",0.397054575013011,0,0.0591592541602574,0,0.543786170826731,0
"973","X972",0,0.19479405354418,0.0785575667568876,0.726648379698933,0,0
"974","X973",0,0.0895863943175628,0.616333680254897,0.29407992542754,0,0
"975","X974",0,0,0.180352484145902,0.819647515854098,0,0
"976","X975",0,0.0720737776207196,0,0.341273562181578,0.586652660197703,0
"977","X976",0.237200702140008,0,0.490175351431469,0.272623946428524,0,0
"978","X977",0,0,0.0403972185529167,0,0.959602781447083,0
"979","X978",0,0.156370661575928,0.124589832153466,0.719039506270605,0,0
"980","X979",0.594431241603617,0.0675979463065992,0.209490297254939,0.128480514834845,0,0
"981","X980",0,0.276840195426594,0.183609061643447,0.53955074292996,0,0
"982","X981",0.475846494239648,0.524153505760352,0,0,0,0
"983","X982",0,0.843580974937652,0.156419025062348,0,0,0
"984","X983",0.515472928754317,0.0655247697673045,0.154815937695526,0.264186363782852,0,0
"985","X984",0.589683386326236,0,0,0.410316613673764,0,0
"986","X985",0,0.436067269058818,0.241059768264368,0.322872962676813,0,0
"987","X986",0.235940805781538,0.0503942405952353,0.167252756736391,0.546412196886836,0,0
"988","X987",0.29475165961462,0.080032929757043,0.2950006091693,0.330214801459037,0,0
"989","X988",0.111891366324182,0,0.160437043116494,0.727671590559324,0,0
"990","X989",0,0.391032038545115,0,0.608967961454885,0,0
"991","X990",0,0,1,0,0,0
"992","X991",0,0,0.152221985976116,0.464541117365993,0.38323689665789,0
"993","X992",0,0.277039061409166,0,0.722960938590834,0,0
"994","X993",0.106152438952635,0.229509414293531,0,0.664338146753834,0,0
"995","X994",0,0,0.108243120426045,0.307718182579389,0.584038696994566,0
"996","X995",0,0,0.320425475358177,0.679574524641823,0,0
"997","X996",0,0,0.293987758740539,0.706012241259461,0,0
"998","X997",0,0.142990567872917,0.0666126978941982,0.631946473781012,0.158450260451873,0
"999","X998",0,0.0380914612770054,0,0.961908538722995,0,0
"1000","X999",0,0,0.239088214351076,0.760911785648924,0,0
